����,������,�Ƕ�ռ����,��ռ����,�Ƕ�ռ���� %,��ռ���� %,ģ����,
11,"[wpfgfx_v0400.dll]",28,1,1.66,0.06,"wpfgfx_v0400.dll",
12,"[wpfgfx_v0400.dll]",21,2,1.24,0.12,"wpfgfx_v0400.dll",
13,"[wpfgfx_v0400.dll]",19,1,1.12,0.06,"wpfgfx_v0400.dll",
14,"[wpfgfx_v0400.dll]",16,2,0.95,0.12,"wpfgfx_v0400.dll",
15,"[wpfgfx_v0400.dll]",12,0,0.71,0.00,"wpfgfx_v0400.dll",
16,"[wpfgfx_v0400.dll]",12,0,0.71,0.00,"wpfgfx_v0400.dll",
17,"[wpfgfx_v0400.dll]",11,0,0.65,0.00,"wpfgfx_v0400.dll",
18,"[wpfgfx_v0400.dll]",9,0,0.53,0.00,"wpfgfx_v0400.dll",
19,"[wpfgfx_v0400.dll]",9,0,0.53,0.00,"wpfgfx_v0400.dll",
20,"[wpfgfx_v0400.dll]",8,1,0.47,0.06,"wpfgfx_v0400.dll",
21,"[wpfgfx_v0400.dll]",7,0,0.41,0.00,"wpfgfx_v0400.dll",
22,"[wpfgfx_v0400.dll]",7,0,0.41,0.00,"wpfgfx_v0400.dll",
23,"[wpfgfx_v0400.dll]",7,0,0.41,0.00,"wpfgfx_v0400.dll",
24,"[wpfgfx_v0400.dll]",7,0,0.41,0.00,"wpfgfx_v0400.dll",
25,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
26,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
27,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
28,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
29,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
30,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
31,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
32,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
33,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
34,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
35,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
36,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
37,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
38,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
39,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
40,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
41,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
42,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
43,"[wpfgfx_v0400.dll]",5,0,0.30,0.00,"wpfgfx_v0400.dll",
44,"[wpfgfx_v0400.dll]",4,0,0.24,0.00,"wpfgfx_v0400.dll",
45,"[wpfgfx_v0400.dll]",4,0,0.24,0.00,"wpfgfx_v0400.dll",
46,"[d3d9.dll]",4,0,0.24,0.00,"d3d9.dll",
47,"[d3d9.dll]",4,0,0.24,0.00,"d3d9.dll",
48,"[d3d9.dll]",4,0,0.24,0.00,"d3d9.dll",
49,"[d3d9.dll]",4,0,0.24,0.00,"d3d9.dll",
50,"[d3d9.dll]",4,0,0.24,0.00,"d3d9.dll",
51,"[d3d9.dll]",4,0,0.24,0.00,"d3d9.dll",
52,"[atiu9pag.dll]",3,0,0.18,0.00,"atiu9pag.dll",
53,"[atiumdag.dll]",2,0,0.12,0.00,"atiumdag.dll",
54,"[atiumdag.dll]",2,0,0.12,0.00,"atiumdag.dll",
55,"[atiumdag.dll]",2,0,0.12,0.00,"atiumdag.dll",
56,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
57,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
58,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
66,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
67,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
68,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
69,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
70,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
71,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
72,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
56,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
57,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
58,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
59,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
60,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
66,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
67,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
68,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
69,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
70,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
71,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
72,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
73,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
74,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
75,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
76,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
77,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
53,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
54,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
55,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
56,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
57,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
58,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
59,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
60,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
61,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
62,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
63,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
64,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
65,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
52,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
53,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
54,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
55,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
56,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
57,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
58,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
59,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
60,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
61,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
62,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
63,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
64,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
65,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
66,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
67,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
68,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
69,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
70,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
71,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
72,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
73,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
74,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
75,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
76,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
77,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
44,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
45,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
46,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
47,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
48,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
25,"[d3d9.dll]",2,0,0.12,0.00,"d3d9.dll",
26,"[d3d9.dll]",2,0,0.12,0.00,"d3d9.dll",
27,"[d3d9.dll]",2,0,0.12,0.00,"d3d9.dll",
28,"[atiu9pag.dll]",2,0,0.12,0.00,"atiu9pag.dll",
29,"[atiumdag.dll]",2,0,0.12,0.00,"atiumdag.dll",
30,"[atiumdag.dll]",2,0,0.12,0.00,"atiumdag.dll",
31,"[atiumdag.dll]",2,0,0.12,0.00,"atiumdag.dll",
32,"[atiumdag.dll]",2,1,0.12,0.06,"atiumdag.dll",
33,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
34,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
35,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
36,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
37,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
38,"[atiumdag.dll]",1,1,0.06,0.06,"atiumdag.dll",
20,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
18,"[d3d9.dll]",2,0,0.12,0.00,"d3d9.dll",
19,"[d3d9.dll]",2,0,0.12,0.00,"d3d9.dll",
20,"[atiu9pag.dll]",2,0,0.12,0.00,"atiu9pag.dll",
21,"[atiu9pag.dll]",2,0,0.12,0.00,"atiu9pag.dll",
22,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
23,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
24,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
25,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
26,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
27,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
28,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
29,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
30,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
31,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
32,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
33,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
22,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
23,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
26,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
27,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
28,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
29,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
30,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
31,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
32,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
33,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
34,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
17,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
18,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
19,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
20,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
21,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
22,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
23,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
24,"[atiumdva.dll]",1,0,0.06,0.00,"atiumdva.dll",
25,"[atiumdva.dll]",1,0,0.06,0.00,"atiumdva.dll",
26,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
27,"[atiumdag.dll]",1,1,0.06,0.06,"atiumdag.dll",
15,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
15,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
16,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
17,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
18,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
19,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
20,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
21,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
22,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
23,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
24,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
25,"[atiumdag.dll]",1,0,0.06,0.00,"atiumdag.dll",
26,"[atiu9pag.dll]",1,0,0.06,0.00,"atiu9pag.dll",
27,"[d3d9.dll]",1,0,0.06,0.00,"d3d9.dll",
28,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
29,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
30,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
31,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
32,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
33,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
34,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
35,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
36,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
37,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
38,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
14,"[vcruntime140_clr0400.dll]",2,2,0.12,0.12,"vcruntime140_clr0400.dll",
12,"[user32.dll]",6,0,0.35,0.00,"user32.dll",
13,"[win32u.dll]",6,0,0.35,0.00,"win32u.dll",
14,"[ntdll.dll]",6,0,0.35,0.00,"ntdll.dll",
15,"[ntdll.dll]",6,0,0.35,0.00,"ntdll.dll",
16,"[ntdll.dll]",6,0,0.35,0.00,"ntdll.dll",
17,"[wow64.dll]",6,0,0.35,0.00,"wow64.dll",
18,"[wow64.dll]",6,0,0.35,0.00,"wow64.dll",
19,"[wow64cpu.dll]",6,0,0.35,0.00,"wow64cpu.dll",
20,"[wow64cpu.dll]",6,0,0.35,0.00,"wow64cpu.dll",
21,"[wow64.dll]",6,0,0.35,0.00,"wow64.dll",
22,"[wow64win.dll]",6,0,0.35,0.00,"wow64win.dll",
23,"[wow64win.dll]",6,0,0.35,0.00,"wow64win.dll",
24,"[wow64win.dll]",6,6,0.35,0.35,"wow64win.dll",
11,"[kernel32.dll]",1,1,0.06,0.06,"kernel32.dll",
10,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
8,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
6,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
7,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
8,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
9,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
12,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
13,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
14,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
15,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
16,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
3,"[mshtml.dll]",32,0,1.89,0.00,"mshtml.dll",
4,"[mshtml.dll]",29,0,1.71,0.00,"mshtml.dll",
5,"[mshtml.dll]",21,2,1.24,0.12,"mshtml.dll",
6,"[mshtml.dll]",18,1,1.06,0.06,"mshtml.dll",
7,"[user32.dll]",17,1,1.01,0.06,"user32.dll",
8,"[win32u.dll]",16,0,0.95,0.00,"win32u.dll",
9,"[ntdll.dll]",16,0,0.95,0.00,"ntdll.dll",
10,"[ntdll.dll]",16,0,0.95,0.00,"ntdll.dll",
11,"[ntdll.dll]",16,0,0.95,0.00,"ntdll.dll",
12,"[wow64.dll]",16,0,0.95,0.00,"wow64.dll",
13,"[wow64.dll]",16,0,0.95,0.00,"wow64.dll",
14,"[wow64cpu.dll]",16,0,0.95,0.00,"wow64cpu.dll",
15,"[wow64cpu.dll]",16,0,0.95,0.00,"wow64cpu.dll",
16,"[wow64.dll]",16,0,0.95,0.00,"wow64.dll",
17,"[wow64win.dll]",16,0,0.95,0.00,"wow64win.dll",
18,"[wow64win.dll]",16,0,0.95,0.00,"wow64win.dll",
19,"[wow64win.dll]",16,16,0.95,0.95,"wow64win.dll",
6,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
5,"[KernelBase.dll]",7,0,0.41,0.00,"KernelBase.dll",
6,"[KernelBase.dll]",6,2,0.35,0.12,"KernelBase.dll",
7,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
8,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
9,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
10,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
11,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
12,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
13,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
14,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
15,"[wow64cpu.dll]",4,4,0.24,0.24,"wow64cpu.dll",
6,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
5,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
4,"[KernelBase.dll]",1,1,0.06,0.06,"KernelBase.dll",
4,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
5,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
6,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
7,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
8,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
9,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
12,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
13,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
14,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
15,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
16,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
4,"[kernel32.dll]",1,0,0.06,0.00,"kernel32.dll",
5,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
6,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
7,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
8,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
9,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
10,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
11,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
12,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
13,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
14,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
15,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
16,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
17,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
18,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
19,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
3,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
4,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
5,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
6,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
7,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
8,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
9,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
12,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
13,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
14,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
15,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
16,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
3,"[SHCore.dll]",1,0,0.06,0.00,"SHCore.dll",
4,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
5,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
6,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
7,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
8,"[d2d1.dll]",1,1,0.06,0.06,"d2d1.dll",
3,"[InputHost.dll]",1,0,0.06,0.00,"InputHost.dll",
4,"[InputHost.dll]",1,0,0.06,0.00,"InputHost.dll",
5,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
6,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
7,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
8,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
9,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
10,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
11,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
12,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
13,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
14,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
15,"[CoreMessaging.dll]",1,1,0.06,0.06,"CoreMessaging.dll",
2,"[ntdll.dll]",3,0,0.18,0.00,"ntdll.dll",
3,"[ntdll.dll]",3,1,0.18,0.06,"ntdll.dll",
4,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
5,"[mscoree.dll]",1,0,0.06,0.00,"mscoree.dll",
6,"[mscoree.dll]",1,0,0.06,0.00,"mscoree.dll",
7,"[mscoree.dll]",1,0,0.06,0.00,"mscoree.dll",
8,"[kernel32.dll]",1,0,0.06,0.00,"kernel32.dll",
9,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
10,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
5,"[jscript9.dll]",1,1,0.06,0.06,"jscript9.dll",
0,"[PicFace.dll]",146,2,8.63,0.12,"PicFace.dll",
1,"[KernelBase.dll]",75,0,4.44,0.00,"KernelBase.dll",
2,"[KernelBase.dll]",57,0,3.37,0.00,"KernelBase.dll",
3,"[KernelBase.dll]",50,0,2.96,0.00,"KernelBase.dll",
4,"[KernelBase.dll]",47,0,2.78,0.00,"KernelBase.dll",
5,"[KernelBase.dll]",37,0,2.19,0.00,"KernelBase.dll",
6,"[ntdll.dll]",35,0,2.07,0.00,"ntdll.dll",
7,"[ntdll.dll]",35,0,2.07,0.00,"ntdll.dll",
8,"[ntdll.dll]",35,0,2.07,0.00,"ntdll.dll",
9,"[ntdll.dll]",35,0,2.07,0.00,"ntdll.dll",
10,"[ntdll.dll]",35,0,2.07,0.00,"ntdll.dll",
11,"[wow64.dll]",35,0,2.07,0.00,"wow64.dll",
12,"[wow64.dll]",35,0,2.07,0.00,"wow64.dll",
13,"[wow64cpu.dll]",35,0,2.07,0.00,"wow64cpu.dll",
14,"[wow64cpu.dll]",35,0,2.07,0.00,"wow64cpu.dll",
15,"[wow64cpu.dll]",35,35,2.07,2.07,"wow64cpu.dll",
6,"[ntmarta.dll]",2,0,0.12,0.00,"ntmarta.dll",
7,"[ntmarta.dll]",2,0,0.12,0.00,"ntmarta.dll",
8,"[ntmarta.dll]",2,0,0.12,0.00,"ntmarta.dll",
9,"[ntmarta.dll]",2,0,0.12,0.00,"ntmarta.dll",
10,"[KernelBase.dll]",2,0,0.12,0.00,"KernelBase.dll",
11,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
12,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
13,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
14,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
15,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
16,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
17,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
18,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
19,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
20,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
21,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
22,"[ntdll.dll]",2,2,0.12,0.12,"ntdll.dll",
5,"[ntdll.dll]",10,0,0.59,0.00,"ntdll.dll",
6,"[ntdll.dll]",10,0,0.59,0.00,"ntdll.dll",
7,"[ntdll.dll]",10,0,0.59,0.00,"ntdll.dll",
